greenery,water,urban,lat,lon,patch_idx
62.66666667,1.447777778,35.88555556,40.770231,-73.971864,ny_273
56,2.324444444,41.67555556,40.769052,-73.971864,ny_274
38.26888889,2.185555556,59.54555556,40.767874,-73.971864,ny_275
41.72444444,6.891111111,51.38444444,40.766696,-73.971864,ny_276
18.19222222,7.607777778,74.2,40.765518,-73.971864,ny_277
0,1.725555556,98.27444444,40.764339,-73.971864,ny_278
0,2.266666667,97.73333333,40.763161,-73.971864,ny_279
0.1244444444,4.223333333,95.65222222,40.761983,-73.971864,ny_280
0.1644444444,10.52888889,89.30666667,40.760805,-73.971864,ny_281
1.326666667,6.913333333,91.76,40.759626,-73.971864,ny_282
2.482222222,12.30777778,85.21,40.758448,-73.971864,ny_283
0,8.014444444,91.98555556,40.757269,-73.971864,ny_284
0.002222222222,1.672222222,98.32555556,40.756091,-73.971864,ny_285
2.93,4.608888889,92.46111111,40.754913,-73.971864,ny_286
1.881111111,2.185555556,95.93333333,40.753734,-73.971864,ny_287
7.448888889,1.493333333,91.05777778,40.752556,-73.971864,ny_288
1.108888889,1.528888889,97.36222222,40.751377,-73.971864,ny_289
3.244444444,0.3511111111,96.40444444,40.750199,-73.971864,ny_290
8.086666667,0.93,90.98333333,40.74902,-73.971864,ny_291
1.562222222,6.421111111,92.01666667,40.747842,-73.971864,ny_292
7.808888889,0.15,92.04111111,40.746663,-73.971864,ny_293
13.86111111,4.692222222,81.44666667,40.745484,-73.971864,ny_294
0.2855555556,5.316666667,94.39777778,40.744306,-73.971864,ny_295
16.17,1.483333333,82.34666667,40.786723,-73.970295,ny_296
1.273333333,11.72333333,87.00333333,40.785545,-73.970295,ny_297
17.95666667,0.2211111111,81.82222222,40.784367,-73.970295,ny_298
66.64666667,0.1955555556,33.15777778,40.783189,-73.970295,ny_299
80.94111111,0.2611111111,18.79777778,40.782011,-73.970295,ny_300
62.69444444,2.711111111,34.59444444,40.780833,-73.970295,ny_301
57.46333333,5.118888889,37.41777778,40.779655,-73.970295,ny_302
66.59444444,4.603333333,28.80222222,40.778477,-73.970295,ny_303
75.84222222,1.842222222,22.31555556,40.777299,-73.970295,ny_304
73.10888889,1.258888889,25.63222222,40.776121,-73.970295,ny_305
38.15333333,2.097777778,59.74888889,40.774943,-73.970295,ny_306
63.00888889,0.3388888889,36.65222222,40.773765,-73.970295,ny_307
69.02333333,0.6755555556,30.30111111,40.772587,-73.970295,ny_308
60.09555556,3.127777778,36.77666667,40.771409,-73.970295,ny_309
60.96333333,2.293333333,36.74333333,40.770231,-73.970295,ny_310
43.77444444,5.155555556,51.07,40.769052,-73.970295,ny_311
15.25888889,9.39,75.35111111,40.767874,-73.970295,ny_312
5.931111111,1.306666667,92.76222222,40.766696,-73.970295,ny_313
4.41,2.342222222,93.24777778,40.765518,-73.970295,ny_314
0.007777777778,2.493333333,97.49888889,40.764339,-73.970295,ny_315
1.246666667,6.946666667,91.80666667,40.763161,-73.970295,ny_316
0.3022222222,13.71777778,85.98,40.761983,-73.970295,ny_317
0.5944444444,3.32,96.08555556,40.760805,-73.970295,ny_318
0.8666666667,6.23,92.90333333,40.759626,-73.970295,ny_319
0.3488888889,8.708888889,90.94222222,40.758448,-73.970295,ny_320
0.8944444444,6.574444444,92.53111111,40.757269,-73.970295,ny_321
2.776666667,1.938888889,95.28444444,40.756091,-73.970295,ny_322
16.37888889,1.133333333,82.48777778,40.754913,-73.970295,ny_323
1.044444444,5.2,93.75555556,40.753734,-73.970295,ny_324
9.111111111,1.985555556,88.90333333,40.752556,-73.970295,ny_325
4.568888889,1.444444444,93.98666667,40.751377,-73.970295,ny_326
9.441111111,1.232222222,89.32666667,40.750199,-73.970295,ny_327
32.00222222,2.746666667,65.25111111,40.74902,-73.970295,ny_328
19.90888889,0.3466666667,79.74444444,40.747842,-73.970295,ny_329
1.854444444,0,98.14555556,40.746663,-73.970295,ny_330
3.657777778,17.99333333,78.34888889,40.745484,-73.970295,ny_331
3.236666667,56.89111111,39.87222222,40.744306,-73.970295,ny_332
8.831111111,5.516666667,85.65222222,40.786723,-73.968726,ny_333
32.90444444,3.728888889,63.36666667,40.785545,-73.968726,ny_334
66.02111111,0.1444444444,33.83444444,40.784367,-73.968726,ny_335
71.23777778,0.7211111111,28.04111111,40.783189,-73.968726,ny_336
71.61777778,0.12,28.26222222,40.782011,-73.968726,ny_337
64.07222222,4.81,31.11777778,40.780833,-73.968726,ny_338
52.72222222,1.99,45.28777778,40.779655,-73.968726,ny_339
73.76555556,1.92,24.31444444,40.778477,-73.968726,ny_340
78.75444444,1.354444444,19.89111111,40.777299,-73.968726,ny_341
81.66333333,0.3466666667,17.99,40.776121,-73.968726,ny_342
56.39555556,1.045555556,42.55888889,40.774943,-73.968726,ny_343
73.38666667,0.5033333333,26.11,40.773765,-73.968726,ny_344
65.58777778,1.208888889,33.20333333,40.772587,-73.968726,ny_345
68.25222222,5.106666667,26.64111111,40.771409,-73.968726,ny_346
28.43444444,9.923333333,61.64222222,40.770231,-73.968726,ny_347
3.547777778,4.846666667,91.60555556,40.769052,-73.968726,ny_348
0.4266666667,4.821111111,94.75222222,40.767874,-73.968726,ny_349
5.924444444,3.55,90.52555556,40.766696,-73.968726,ny_350
11.85222222,2.426666667,85.72111111,40.765518,-73.968726,ny_351
3.781111111,3.614444444,92.60444444,40.764339,-73.968726,ny_352
2.546666667,3.19,94.26333333,40.763161,-73.968726,ny_353
