lat,lon,patch_idx
40.779655,-73.948327,ny_820
40.778477,-73.948327,ny_821
40.777299,-73.948327,ny_822
40.776121,-73.948327,ny_823
40.774943,-73.948327,ny_824
40.773765,-73.948327,ny_825
40.772587,-73.948327,ny_826
40.771409,-73.948327,ny_827
40.770231,-73.948327,ny_828
40.769052,-73.948327,ny_829
40.767874,-73.948327,ny_830
40.766696,-73.948327,ny_831
40.765518,-73.948327,ny_832
40.764339,-73.948327,ny_833
40.763161,-73.948327,ny_834
40.761983,-73.948327,ny_835
40.760805,-73.948327,ny_836
40.759626,-73.948327,ny_837
40.758448,-73.948327,ny_838
40.757269,-73.948327,ny_839
40.756091,-73.948327,ny_840
40.754913,-73.948327,ny_841
40.753734,-73.948327,ny_842
40.752556,-73.948327,ny_843
40.751377,-73.948327,ny_844
40.750199,-73.948327,ny_845
40.74902,-73.948327,ny_846
40.747842,-73.948327,ny_847
40.746663,-73.948327,ny_848
40.745484,-73.948327,ny_849
40.744306,-73.948327,ny_850
40.786723,-73.946758,ny_851
40.785545,-73.946758,ny_852
40.784367,-73.946758,ny_853
40.783189,-73.946758,ny_854
40.782011,-73.946758,ny_855
40.780833,-73.946758,ny_856
40.779655,-73.946758,ny_857
40.778477,-73.946758,ny_858
40.777299,-73.946758,ny_859
40.776121,-73.946758,ny_860
40.774943,-73.946758,ny_861
40.773765,-73.946758,ny_862
40.772587,-73.946758,ny_863
40.771409,-73.946758,ny_864
40.770231,-73.946758,ny_865
40.769052,-73.946758,ny_866
40.767874,-73.946758,ny_867
40.766696,-73.946758,ny_868
40.765518,-73.946758,ny_869
40.764339,-73.946758,ny_870
